token	word_Dutch	word_English
sp	SP	SP
spaarders	Spaarders	Savers
spaargeld	Spaargeld	Savings
spanje	Spanje	Spain
spanning	Spanning	Burnt out
spd	SPD	SPD
specialiseren	Specialiseren	Specialize
speculatie	Speculatie	Speculation
speechen	Speechen	Speak
spelregels	Spelregels	Game rules
spiegel	Spiegel	Mirror
splitsing	Splitsing	Divide
spoorwegen	Spoorwegen	Railways
sporten	Sporten	sports
spread	Spread	Spread
spreiden	Spreiden	To spread
spyker	Spyker	Spyker
staalbedrijf	Staalbedrijf	Steel company
staatsbedrijven	Staatsbedrijven	State-owned enterprises
staatshoofd	Staatshoofd	Head of State
staatsobligaties	Staatsobligaties	Government bonds
staatsschuld	Staatsschuld	Government debt
staatssecretaris	Staatssecretaris	Secretary of State
staatssteun	Staatssteun	State aid
stabiliteitspact	Stabiliteitspact	Stability Pact
stadion	Stadion	Stadium
staf	Staf	Staff
stagnatie	Stagnatie	Stagnation
staking	Staking	Turn of
standaard	Standaard	Standard
star	Star	Star
starbucks	Starbucks	Starbucks
startxup	Start-up	Startup
station	Station	Station
statistieken	Statistieken	Statistics
statuten	Statuten	Statutes
ste	STE	STE
steekpenningen	Steekpenningen	Bribes
stekelenburg	Stekelenburg	Stekelenburg
stelsel	Stelsel	System
stemmen	Stemmen	To vote
stemming	Stemming	Mood
stemrecht	Stemrecht	Voting rights
ster	Ster	Star
stichting	Stichting	Foundation
stockholm	Stockholm	Stockholm
stork	Stork	Stork
straatsburg	Straatsburg	Strasbourg
strategie	Strategie	Strategy
structuur	Structuur	Structure
studenten	Studenten	Students
studie	Studie	Study
subsidie	Subsidie	Subsidy
suez	Suez	Suez
suiker	Suiker	Sugar
supermarkten	Supermarkten	Supermarkets
suriname	Suriname	Suriname
symbolisch	Symbolisch	Symbolic
symposium	Symposium	Symposium
syndicaat	Syndicaat	Syndicate
synergie	Synergie	Synergy
syrie	Syriâ	Syria
systeem	Systeem	System
tabak	Tabak	Tobacco
tafelen	Tafelen	Dining
taiwan	Taiwan	Taiwan
talpa	Talpa	Talpa
tanken	Tanken	To fuel
tarief	Tarief	Rates
tarwe	Tarwe	Wheat
tassen	Tassen	Bags
tata	Tata	Tata
taxatie	Taxatie	Taxation
team	Team	Team
technici	Technici	Technicians
technologie	Technologie	Technology
technologiebedrijven	Technologiebedrijven	Technology companies
technologiebeurs	Technologiebeurs	Technology fair
technologiefondsen	Technologiefondsen	Technology funds
tegenwicht	Tegenwicht	Counterbalance
tegoeden	Tegoeden	Balances
tekenen	Tekenen	To draw
tekort	Tekort	Deficiency
telecom	Telecom	Telecom
telefonica	Telef¢nica	Telef¢nica
telefonie	Telefonie	Telephony
telegraaf	Telegraaf	Telegraph
telers	Telers	Growers
telextwee	Tele2	Tele2
tencate	Tencate	Ten Cate
tennet	Tennet	Tennet
termijn	Termijn	Term
termijncontract	Termijncontract	Futures contract
termijnmarkt	Termijnmarkt	Futures market
terminal	Terminal	Terminal
terminals	Terminals	Terminals
terrorisme	Terrorisme	Terrorism
teruggetrokken	Teruggetrokken	Withdrawn
tesco	Tesco	Tesco
tesla	Tesla	Tesla
texaco	Texaco	Texaco
textiel	Textiel	Textile
thailand	Thailand	Thailand
thatcher	Thatcher	Thatcher
theodoorxgilissen	InsingerGillissen	InsingerGillissen
theoretisch	Theoretisch	Theoretically
thomson	Thomson	Thomson
thuismarkt	Thuismarkt	Home market
thuiszorg	Thuiszorg	Home care
thyssenkrupp	Thyssen Krupp	Thyssen Krupp
tijdperk	Tijdperk	Era
tijdschrift	Tijdschrift	Magazine
timewarner	Timewarner	Timewarner
timmermans	Timmermans	Timmermans
tmg	TMG	TMG
tmobile	Tmobile	Tmobile
tno	TNO	TNO
tntlogistics	TNT Logistics	TNT Logistics
toegang	Toegang	Access
toekomst	Toekomst	Future
toelating	Toelating	Admission
toeleverancier	Toeleverancier	Supplier
toelichting	Toelichting	Explanation
toerisme	Toerisme	Tourism
toespraak	Toespraak	Speech
toestroom	Toestroom	Influx
toetreding	Toetreding	Accession
toetsing	Toetsing	Review
toezichthouder	Toezichthouder	Supervisor
tokyo	Tokyo	Tokyo
tomtom	TomTom	Tomtom
topman	Topman	Top man
toshiba	Toshiba	Toshiba
total	Total	Total
toyota	Toyota	Toyota
tpg	TPG	TPG
tranche	Tranche	Tranche
transacties	Transacties	Transactions
transavia	Transavia	Transavia
transformatie	Transformatie	Transformation
transitie	Transitie	Transition
transportbedrijf	Transportbedrijf	Transport company
trein	Trein	Train
trend	Trend	Trend
trichet	Trichet	Trichet
troepen	Troepen	Troops
trojka	Trojka	Troika
trouw	Trouw	Faithful
trucks	Trucks	Trucks
trump	Trump	Trump
trust	Trust	Trust
tsipras	Tsipras	Tsipras
tsjechie	Tsjechiâ	Czech Republic
tuinbouw	Tuinbouw	Horticulture
tuinders	Tuinders	Gardeners
tulip	Tulip	Tulip
tunnel	Tunnel	Tunnel
turkije	Turkije	Turkey
tusk	Tusk	Tusk
tussenpersonen	Tussenpersonen	Intermediaries
tv	Televisie	Television
tweedexkamer	Tweede Kamer	Parliament
twitter	Twitter	Twitter
uber	Uber	Uber
ubs	UBS	UBS
uitbetalen	Uitbetalen	Cash out
uitbraak	Uitbraak	Outbreak
uitbrengen	Uitbrengen	Bring out
uitdrukken	Uitdrukken	To express
uitgeven	Uitgeven	To spend
uitgevers	Uitgevers	Publishers
uitgifte	Uitgifte	Issuance
uitgiftekoers	Uitgiftekoers	Issue price
uitkeren	Uitkeren	Pay out
uitkering	Uitkering	Payment
uitkomst	Uitkomst	Outcome
uitleggen	Uitleggen	To explain
uitoefenen	Uitoefenen	Exercise
uitoefenprijs	Uitoefenprijs	Strike price
uitslag	Uitslag	Rash
uitspraak	Uitspraak	Statement
uitstraling	Uitstraling	Appearance
uitstroom	Uitstroom	Outflow
uitvallen	Uitvallen	Fall out
uitverkoop	Uitverkoop	Sale
uitwijzen	Uitwijzen	Reveal
uitzendbureau	Uitzendbureau	Employment agency
uitzenden	Uitzenden	To broadcast
uitzendwerk	Uitzendwerk	Temporary work
uitzicht	Uitzicht	View
uitzondering	Uitzondering	Exception
ultimatum	Ultimatum	Ultimatum
unaniem	Unaniem	Unanimous
unibailrodamco	Unibail Rodamco Westfield	Unibail Rodamco Westfield
unie	Unie	Union
unilever	Unilever	Unilever
universiteit	Universiteit	University
upc	UPC	UPC
usg	USG	USG
uwv	UWV	UWV
vaardigheden	Vaardigheden	Skills
vacatures	Vacatures	Vacancies
vaccin	Vaccin	Vaccine
vakantie	Vakantie	Vacation
vakbond	Vakbond	Trade union
valutamarkt	Valutamarkt	Currency market
valutas	Valutas	Currencies
vandermoolen	van Der Moolen	van Der Moolen
vanoord	van Oord	van Oord
variabele	Variabel	Variable
vasteland	Vasteland	Mainland
vastgoed	Vastgoed	Real estate
vastned	Vastned Retail NV	Vastned Retail NV
vdl	VDL Groep	VDL Groep
veb	VEB	VEB
vedior	Vedior	Vedior
veiling	Veiling	Auction
vendexkbb	Vendex KBB	Vendex KBB
venezuela	Venezuela	Venezuela
vennootschap	Vennootschap	Partnership
vennootschapsbelasting	Vennootschapsbelasting	Corporation tax
verband	Verband	Bandage
verbruik	Verbruik	Consumption
verdienmodel	Verdienmodel	Revenue model
verdrag	Verdrag	Agreement
verenigdexstaten	Verenigde Staten	United states
verenigdexstatenxstaat	Verenigde Staten [staat]	United States [state]
verenigdxkoninkrijk	Verenigd Koninkrijk	United Kingdom
vergadering	Vergadering	Meeting
vergelijking	Vergelijking	Comparison
vergoeding	Vergoeding	compensation
vergrijzing	Vergrijzing	Aging
vergunningen	Vergunningen	Permits
verhagen	Verhagen	Verhagen
verhofstadt	Verhofstadt	Verhofstadt
verhuizing	Verhuizing	Move
verkeer	Verkeer	Traffic
verkiezing	Verkiezing	Election
verklaring	Verklaring	Statement
verkoopprijs	Verkoopprijs	Selling price
verkopen	Verkopen	To sell
verlies	Verlies	Loss
vermogen	Vermogen	Power
vermogende	Vermogende	Wealthy
vermogens	Vermogens	Capabilities
vermogensbeheerder	Vermogensbeheerder	Asset manager
veronderstelling	Veronderstelling	Assumption
verpakking	Verpakking	Packing
verplaatsing	Verplaatsing	Displacement
verplichten	Verplichten	Obligate
verplichting	Verplichting	Commitment
verplichtingen	Verplichtingen	Commitments
verrexoosten	Verre Oosten	Far East Asia
verruiming	Verruiming	Easing
versatel	Versatel	Versatel
verstand	Verstand	Mind
vertegenwoordigers	Vertegenwoordigers	Representatives
vertrouwen	Vertrouwen	Trust
vervanging	Vervanging	Replacement
vervoeren	Vervoeren	Transport
vervolgen	Vervolgen	To continue
verwatering	Verwatering	Dilution
verweren	Verweren	Defenses
verwerking	Verwerking	Processing
verzekeraars	Verzekeraars	Insurers
verzekeringskamer	Verzekeringskamer	Insurance Chamber
verzelfstandiging	Verzelfstandiging	Independence
verzorging	Verzorging	Grooming
vestia	Vestia	Cloakroom
vestiging	Vestiging	Establishment
vestigingsplaats	Vestigingsplaats	Place of business
veto	Veto	Veto
video	Video	Video
vietnam	Vietnam	Vietnam
virtueel	Virtueel	Virtual
virus	Virus	Virus
visa	Visa	Visa
visserij	Visserij	Fishery
vivendi	Vivendi	Vivendi
vkxlabour	Labour Party [VK]	Labour Party [UK]
vlaanderen	Vlaanderen	Flanders
vlaggen	Vlaggen	Flags
vlees	Vlees	Meat
vliegtuigen	Vliegtuigen	Airplanes
vliegveld	Vliegveld	Airport
vlissingen	Vlissingen	Flushing
vloer	Vloer	Floor
vluchtelingen	Vluchtelingen	Refugees
vn	VN	UN
vng	VNG	VNG
vnoxncw	VNO-NCW	VNO-NCW
vnu	VNU	VNU
vodafone	Vodafone	Vodafone
voeding	Voeding	Nutrition
voedingsbond	Voedingsbond	Nutrition Association
voertuigen	Voertuigen	Vehicles
voetballen	Voetballen	Playing football
volkerxwessels	Koinklijke Volker Wessels Stevin	Koinklijke Volker Wessels Stevin
volksgezondheid	Volksgezondheid	Public health
volkshuisvesting	Volkshuisvesting	Public housing
volkskrant	Volkskrant	Volkskrant
volkswagen	Volkswagen	Volkswagen
volvo	Volvo	Volvo
volwassen	Volwassen	Grown up
vonnis	Vonnis	Verdict
voorganger	Voorganger	Predecessor
voorkennis	Voorkennis	Foreknowledge
voorlichting	Voorlichting	Information
voorman	Voorman	Foreman
voorraad	Voorraad	stock
voorschot	Voorschot	Deposit
voorschriften	Voorschriften	Prescriptions
voorspellingen	Voorspellingen	Forecasts
voorstel	Voorstel	Proposal
voortouw	Voortouw	Take the lead
vooruitzichten	Vooruitzichten	Outlook
voorziening	Voorziening	Provision
voorzitter	Voorzitter	Chairman
vopak	Vopak	Vopak
vraaggesprek	Vraaggesprek	Interview
vracht	Vracht	Freight
vrachtwagens	Vrachtwagens	Trucks
vriend	Vriend	Friend
vrijgegeven	Vrijgegeven	Released
vrijheid	Vrijheid	Freedom
vrijkomen	Vrijkomen	Release
vrom	Ministerie van VROM	Ministerie van VROM
vrouwen	Vrouwen	Women
vut	VUT	VUT
vuur	Vuur	Fire
vvd	VVD	VVD
waarde	Waarde	Value
waardedaling	Waardedaling	Fall in value
waardestijging	Waardestijging	Value increase
waarnemers	Waarnemers	Observers
wagen	Wagen	Car
waken	Waken	Watch
walmart	Walmart	Walmart
wanbetaling	Wanbetaling	Non-payment
wapenen	Wapenen	Arm
wapens	Wapens	Weapons
warenhuis	Warenhuis	Department store
warrants	Warrants	Warrants
warrenxbuffet	Warren Buffet	Warren Buffet
water	Water	Water
waterschappen	Waterschappen	Regional water authorities
wavin	WAVIN	WAVIN
web	Web	Web
website	Website	Website
webwinkel	Webwinkel	Webshop
wederopbouw	Wederopbouw	Reconstruction
wedstrijd	Wedstrijd	Contest
wegener	Wegener	Wegener
wegvervoer	Wegvervoer	Road transport
wellink	Wellink	Wellink
welvaart	Welvaart	Welfare
welzijn	Welzijn	Wellbeing
wereld	Wereld	World
wereldbank	Wereldbank	World Bank
wereldeconomie	Wereldeconomie	World economy
wereldhandel	Wereldhandel	World Trade
wereldhave	Wereldhave	Wereldhave
wereldmarkt	Wereldmarkt	Global market
wereldwijd	Wereldwijd	Worldwide
werkelijkheid	Werkelijkheid	Reality
werken	Werken	To work
werkgelegenheid	Werkgelegenheid	Employment opportunities
werkgever	Werkgever	Employer
werkgeversorganisatie	Werkgeversorganisatie	Employers' organization
werkkapitaal	Werkkapitaal	Working capital
werkloosheid	Werkloosheid	Unemployment
werkmaatschappij	Werkmaatschappij	Operating company
werknemers	Werknemers	Employees
werkvloer	Werkvloer	Work floor
werkweek	Werkweek	Working week
wessanen	Wessanen	Wessanen
westers	Westers	Western
westxeuropa	West Europa	Western Europe
wetenschap	Wetenschap	Science
wetgever	Wetgever	Legislator
wetgeving	Wetgeving	Legislation
wethouder	Wethouder	Alderman
wiebes	Wiebes	Wiebes
wientjes	Wientjes	Wientjes
wijers	Wijers	Wijers
wijfels	Wijfels	Witches
wijn	Wijn	Wine
windenergie	Windenergie	Wind energy
windows	Windows	Windows
winkels	Winkels	Stores
winning	Winning	Extraction
winst	Winst	Profit
winstbelasting	Winstbelasting	Profit tax
winstdaling	Winstdaling	Profit decline
winstnemingen	Winstnemingen	Profit taking
winststijging	Winststijging	Profit increase
winstverwachting	Winstverwachting	Profit expectation
winstwaarschuwing	Winstwaarschuwing	Profit Alert
wir	WIR	WIR
wisselkoers	Wisselkoers	Exchange rate
witrusland	Wit Rusland	Belarus
wittexhuis	Witte Huis	White House
witwassen	Witwassen	Money laundering
wk	WK	WK
woltersxkluwers	Wolters Kluwer	Wolters Kluwer
wonen	Wonen	Living
woningen	Woningen	Houses
woordvoerders	Woordvoerders	Spokespersons
wto	WHO	WTO
xi	Xi	Xi
yahoo	Yahoo!	Yahoo!
yen	Yen	Yen
yield	Yield	Yield
yuan	Yuan	Yuan
zaak	Zaak	Matter
zakelijke	Zakelijke	Business
zakendoen	Zakendoen	Do business
zakenkrant	Zakenkrant	Business newspaper
zakenman	Zakenman	Businessman
zalm	Zalm	salmon
zand	Zand	Sand
zee	Zee	Sea
zeggenschap	Zeggenschap	Control
zegsman	Zegsman	Zegsman
zelfstandigheid	Zelfstandigheid	Independence
zender	Zender	Transmitter
zetels	Zetels	Seats
zfr	ZFR	ZFR
ziek	Ziek	Sick
ziekenfondsen	Ziekenfondsen	Health insurance funds
ziekenhuizen	Ziekenhuizen	Hospitals
ziekteverzuim	Ziekteverzuim	Sickness absence
ziektewet	Ziektewet	Sickness Benefits Act
ziggo	Ziggo	Ziggo
zijlijn	Zijlijn	Sideline
zilver	Zilver	Silver
zitting	Zitting	Seat
zn	Zorgverzekeraars Nederland	Zorgverzekeraars Nederland
zonneenergie	Zonneenergie	Solar energy
zorginstellingen	Zorginstellingen	Healthcare institutions
zorgsector	Zorgsector	Health care sector
zorgverzekeraar	Zorgverzekeraar	Health insurer
zuidas	Zuid-as	Zuidas
zuidnederland	Zuid-Nederland	South of the Netherlands
zuidxafrika	Zuid-Afrika	South Africa
zuidxamerika	Zuid-Amerika	South America
zuidxeuropa	Zuid-Europa	Southern Europe
zuidxkorea	Zuid-Korea	South Korea
zuidxoostazie	Zuidoost-Aziâ	South East Asia
zuivel	Zuivel	Dairy
zweden	Zweden	Sweden
zwitserland	Zwitserland	Switzerland
zzper	ZZP-er	Self-employed
